10000
100,;
9035,9136,;
9036,9137,;
9037,9138,;
9038,9139,;
9039,9140,;
9040,9141,;
9041,9142,;
9042,9143,;
9043,9144,;
9044,9145,;
9045,9146,;
9046,9147,;
9047,9148,;
9048,9149,;
9049,9051,9150,;
9052,9151,;
9053,9152,;
9054,9153,;
9055,9154,;
9056,9155,;
9057,9156,;
9058,9157,;
9059,9158,;
9060,9159,;
9061,9160,;
9062,9161,;
9063,9162,;
9064,9163,;
9065,9164,;
8965,9066,9165,;
8966,9067,;
8967,9068,;
8968,9069,;
8969,9070,;
8970,9071,;
8971,9072,;
8972,9073,;
8973,9074,;
8974,9075,;
8975,9076,;
8976,9077,;
8977,9078,;
8978,9079,;
8979,;
9079,8980,;
9080,8981,;
9081,8982,;
9082,8983,;
9083,8984,;
9084,8985,;
9085,8986,;
9086,8987,;
9087,8988,;
9088,9189,;
9089,9190,;
9090,9191,;
9091,9192,;
9092,9193,;
9093,9194,;
9094,9195,;
9095,9196,;
9096,9197,;
9097,9198,;
9098,9199,;
9101,9200,;
9102,9201,;
9103,9202,;
9104,9203,;
9105,9204,;
9106,9205,;
9107,9206,;
9108,9207,;
9008,9109,;
9009,9110,;
9010,9111,;
9011,9112,;
9012,9113,;
9013,9114,;
9014,9115,;
9015,9116,;
9016,;
9116,9017,;
9117,9018,;
9118,9019,;
9119,9020,;
9120,9021,;
9121,9022,;
9122,9023,;
9123,9024,;
9124,9025,;
9125,9026,;
9126,9027,;
9127,9028,;
9128,9029,;
9129,9030,;
9130,9031,;
9131,9032,;
9132,9033,;
9133,9034,9234,;
9134,9235,;
9135,9236,;
9136,9237,;
9137,9238,;
9138,9239,;
9139,9240,;
9140,9241,;
9141,9242,;
9142,9243,;
9143,9244,;
9144,9245,;
9145,9246,;
9146,9247,;
9147,9248,;
9148,9249,;
9149,9151,9250,;
9152,9251,;
9153,9252,;
9154,9253,;
9155,9254,;
9156,9255,;
9157,9256,;
9158,9257,;
9159,9258,;
9160,9259,;
9161,9260,;
9162,9261,;
9163,9262,;
9164,9263,;
9165,9264,;
9166,9265,;
9066,9167,;
9067,9168,;
9068,9169,;
9069,9170,;
9070,9171,;
9071,9172,;
9072,9173,;
9073,9174,;
9074,9175,;
9075,9176,;
9076,9177,;
9077,9178,;
9078,9179,;
9079,;
9179,9080,;
9180,9081,;
9181,9082,;
9182,9083,;
9183,9084,;
9184,9085,;
9185,9086,;
9186,9087,;
9187,9088,;
9188,9289,;
9189,9290,;
9190,9291,;
9191,9292,;
9192,9293,;
9193,9294,;
9194,9295,;
9195,9296,;
9196,9297,;
9197,9298,;
9198,9299,;
9201,9300,;
9202,9301,;
9203,9302,;
9204,9303,;
9205,9304,;
9206,9305,;
9207,9306,;
9208,;
9108,9209,;
9109,9210,;
9110,9211,;
9111,9212,;
9112,9213,;
9113,9214,;
9114,9215,;
9115,;
9215,9116,;
9216,9117,;
9217,9118,;
9218,9119,;
9219,9120,;
9220,9121,;
9221,9122,;
9222,9123,;
9223,9124,;
9224,9125,;
9225,9126,;
9226,9127,;
9227,9128,;
9228,9129,;
9229,9130,;
9230,9131,;
9231,9132,;
9232,9133,9333,;
9233,9334,;
9234,9335,;
9235,9336,;
9236,9337,;
9237,9338,;
9238,9339,;
9239,9340,;
9240,9341,;
9241,9342,;
9242,9343,;
9243,9344,;
9244,9345,;
9245,9346,;
9246,9347,;
9247,9348,;
9248,9349,;
9249,9251,9350,;
9252,9351,;
9253,9352,;
9254,9353,;
9255,9354,;
9256,9355,;
9257,9356,;
9258,9357,;
9259,9358,;
9260,9359,;
9261,9360,;
9262,9361,;
9263,9362,;
9264,9363,;
9265,9364,;
9266,9365,;
9166,9267,9366,;
9167,9268,;
9168,9269,;
9169,9270,;
9170,9271,;
9171,9272,;
9172,9273,;
9173,9274,;
9174,9275,;
9175,9276,;
9176,9277,;
9177,9278,;
9178,9279,;
9179,9280,;
9180,;
9280,9181,;
9281,9182,;
9282,9183,;
9283,9184,;
9284,9185,;
9285,9186,;
9286,9187,;
9287,9188,;
9288,9389,;
9289,9390,;
9290,9391,;
9291,9392,;
9292,9393,;
9293,9394,;
9294,9395,;
9295,9396,;
9296,9397,;
9297,9398,;
9298,9399,;
9301,9400,;
9302,9401,;
9303,9402,;
9304,9403,;
9305,9404,;
9306,9405,;
9307,9406,;
9207,9308,;
9208,9309,;
9209,9310,;
9210,9311,;
9211,9312,;
9212,9313,;
9213,9314,;
9214,;
9314,9215,;
9315,9216,;
9316,9217,;
9317,9218,;
9318,9219,;
9319,9220,;
9320,9221,;
9321,9222,;
9322,9223,;
9323,9224,;
9324,9225,;
9325,9226,;
9326,9227,;
9327,9228,;
9328,9229,;
9329,9230,;
9330,9231,;
9331,9232,;
9332,9433,;
9333,9434,;
9334,9435,;
9335,9436,;
9336,9437,;
9337,9438,;
9338,9439,;
9339,9440,;
9340,9441,;
9341,9442,;
9342,9443,;
9343,9444,;
9344,9445,;
9345,9446,;
9346,9447,;
9347,9448,;
9348,9449,;
9349,9351,9450,;
9352,9451,;
9353,9452,;
9354,9453,;
9355,9454,;
9356,9455,;
9357,9456,;
9358,9457,;
9359,9458,;
9360,9459,;
9361,9460,;
9362,9461,;
9363,9462,;
9364,9463,;
9365,9464,;
9366,9465,;
9367,9466,;
9267,9368,;
9268,9369,;
9269,9370,;
9270,9371,;
9271,9372,;
9272,9373,;
9273,9374,;
9274,9375,;
9275,9376,;
9276,9377,;
9277,9378,;
9278,9379,;
9279,9380,;
9280,;
9380,9281,;
9381,9282,;
9382,9283,;
9383,9284,;
9384,9285,;
9385,9286,;
9386,9287,;
9387,9288,;
9388,9489,;
9389,9490,;
9390,9491,;
9391,9492,;
9392,9493,;
9393,9494,;
9394,9495,;
9395,9496,;
9396,9497,;
9397,9498,;
9398,9499,;
9401,9500,;
9402,9501,;
9403,9502,;
9404,9503,;
9405,9504,;
9406,9505,;
9407,;
9307,9408,;
9308,9409,;
9309,9410,;
9310,9411,;
9311,9412,;
9312,9413,;
9313,;
9413,9314,;
9414,9315,;
9415,9316,;
9416,9317,;
9417,9318,;
9418,9319,;
9419,9320,;
9420,9321,;
9421,9322,;
9422,9323,;
9423,9324,;
9424,9325,;
9425,9326,;
9426,9327,;
9427,9328,;
9428,9329,;
9429,9330,;
9430,9331,;
9431,9332,;
9432,9533,;
9433,9534,;
9434,9535,;
9435,9536,;
9436,9537,;
9437,9538,;
9438,9539,;
9439,9540,;
9440,9541,;
9441,9542,;
9442,9543,;
9443,9544,;
9444,9545,;
9445,9546,;
9446,9547,;
9447,9548,;
9448,9549,;
9449,9451,9550,;
9452,9551,;
9453,9552,;
9454,9553,;
9455,9554,;
9456,9555,;
9457,9556,;
9458,9557,;
9459,9558,;
9460,9559,;
9461,9560,;
9462,9561,;
9463,9562,;
9464,9563,;
9465,9564,;
9466,9565,;
9467,9566,;
9367,9468,9567,;
9368,9469,;
9369,9470,;
9370,9471,;
9371,9472,;
9372,9473,;
9373,9474,;
9374,9475,;
9375,9476,;
9376,9477,;
9377,9478,;
9378,9479,;
9379,9480,;
9380,9481,;
9381,;
9481,9382,;
9482,9383,;
9483,9384,;
9484,9385,;
9485,9386,;
9486,9387,;
9487,9388,;
9488,;
9489,9590,;
9490,9591,;
9491,9592,;
9492,9593,;
9493,9594,;
9494,9595,;
9495,9596,;
9496,9597,;
9497,9598,;
9498,9599,;
9501,9600,;
9502,9601,;
9503,9602,;
9504,9603,;
9505,9604,;
9506,9605,;
9406,9507,;
9407,9508,;
9408,9509,;
9409,9510,;
9410,9511,;
9411,9512,;
9412,;
9512,9413,;
9513,9414,;
9514,9415,;
9515,9416,;
9516,9417,;
9517,9418,;
9518,9419,;
9519,9420,;
9520,9421,;
9521,9422,;
9522,9423,;
9523,9424,;
9524,9425,;
9525,9426,;
9526,9427,;
9527,9428,;
9528,9429,;
9529,9430,;
9530,9431,9631,;
9531,9432,9632,;
9532,9633,;
9533,9634,;
9534,9635,;
9535,9636,;
9536,9637,;
9537,9638,;
9538,9639,;
9539,9640,;
9540,9641,;
9541,9642,;
9542,9643,;
9543,9644,;
9544,9645,;
9545,9646,;
9546,9647,;
9547,9648,;
9548,9649,;
9549,9551,9650,;
9552,9651,;
9553,9652,;
9554,9653,;
9555,9654,;
9556,9655,;
9557,9656,;
9558,9657,;
9559,9658,;
9560,9659,;
9561,9660,;
9562,9661,;
9563,9662,;
9564,9663,;
9565,9664,;
9566,9665,;
9567,9666,;
9568,9667,;
9468,9569,;
9469,9570,;
9470,9571,;
9471,9572,;
9472,9573,;
9473,9574,;
9474,9575,;
9475,9576,;
9476,9577,;
9477,9578,;
9478,9579,;
9479,9580,;
9480,9581,;
9481,9582,;
9482,;
9582,9483,;
9583,9484,;
9584,9485,;
9585,9486,;
9586,9487,;
9587,9488,;
9588,9489,;
9589,9690,;
9590,9691,;
9591,9692,;
9592,9693,;
9593,9694,;
9594,9695,;
9595,9696,;
9596,9697,;
9597,9698,;
9598,9699,;
9601,9700,;
9602,9701,;
9603,9702,;
9604,9703,;
9605,9704,;
9606,9705,;
9506,9607,9706,;
9507,9608,;
9508,9609,;
9509,9610,;
9510,9611,;
9511,9612,;
9512,;
9612,9513,;
9613,9514,;
9614,9515,;
9615,9516,;
9616,9517,;
9617,9518,;
9618,9519,;
9619,9520,;
9620,9521,;
9621,9522,;
9622,9523,;
9623,9524,;
9624,9525,;
9625,9526,;
9626,9527,;
9627,9528,;
9628,9529,;
9629,9530,9730,;
9630,9731,;
9631,9732,;
9632,9733,;
9633,9734,;
9634,9735,;
9635,9736,;
9636,9737,;
9637,9738,;
9638,9739,;
9639,9740,;
9640,9741,;
9641,9742,;
9642,9743,;
9643,9744,;
9644,9745,;
9645,9746,;
9646,9747,;
9647,9748,;
9648,9749,;
9649,9651,9750,;
9652,9751,;
9653,9752,;
9654,9753,;
9655,9754,;
9656,9755,;
9657,9756,;
9658,9757,;
9659,9758,;
9660,9759,;
9661,9760,;
9662,9761,;
9663,9762,;
9664,9763,;
9665,9764,;
9666,9765,;
9667,9766,;
9668,9767,;
9568,9669,;
9569,9670,;
9570,9671,;
9571,9672,;
9572,9673,;
9573,9674,;
9574,9675,;
9575,9676,;
9576,9677,;
9577,9678,;
9578,9679,;
9579,9680,;
9580,9681,;
9581,9682,;
9582,;
9682,9583,;
9683,9584,;
9684,9585,;
9685,9586,;
9686,9587,;
9687,9588,;
9688,9589,;
9689,9790,;
9690,9791,;
9691,9792,;
9692,9793,;
9693,9794,;
9694,9795,;
9695,9796,;
9696,9797,;
9697,9798,;
9698,9799,;
9701,9800,;
9702,9801,;
9703,9802,;
9704,9803,;
9705,9804,;
9706,9805,;
9707,9806,;
9607,9708,;
9608,9709,;
9609,9710,;
9610,9711,;
9611,;
9711,9612,;
9712,9613,;
9713,9614,;
9714,9615,;
9715,9616,;
9716,9617,;
9717,9618,;
9718,9619,;
9719,9620,;
9720,9621,;
9721,9622,;
9722,9623,;
9723,9624,;
9724,9625,;
9725,9626,;
9726,9627,;
9727,9628,;
9728,9629,;
9729,9830,;
9730,9831,;
9731,9832,;
9732,9833,;
9733,9834,;
9734,9835,;
9735,9836,;
9736,9837,;
9737,9838,;
9738,9839,;
9739,9840,;
9740,9841,;
9741,9842,;
9742,9843,;
9743,9844,;
9744,9845,;
9745,9846,;
9746,9847,;
9747,9848,;
9748,9849,;
9749,9751,9850,;
9752,9851,;
9753,9852,;
9754,9853,;
9755,9854,;
9756,9855,;
9757,9856,;
9758,9857,;
9759,9858,;
9760,9859,;
9761,;
9762,;
9763,9862,;
9764,9863,;
9765,9864,;
9766,9865,;
9767,9866,;
9768,9867,;
9668,9769,;
9669,9770,;
9670,9771,;
9671,9772,;
9672,9773,;
9673,9774,;
9674,9775,;
9675,9776,;
9676,9777,;
9677,9778,;
9678,9779,;
9679,9780,;
9680,9781,;
9681,9782,;
9682,9783,;
9683,;
9783,9684,;
9784,9685,;
9785,9686,;
9786,9687,;
9787,9688,;
9788,9689,;
9789,9890,;
9790,9891,;
9791,9892,;
9792,9893,;
9793,9894,;
9794,9895,;
9795,9896,;
9796,9897,;
9797,9898,;
9798,9899,;
9801,9900,;
9802,9901,;
9803,9902,;
9804,9903,;
9805,9904,;
9806,9905,;
9807,9906,;
9707,9808,;
9708,9809,;
9709,9810,;
9710,9811,;
9711,;
9811,9712,;
9812,9713,;
9813,9714,;
9814,9715,;
9815,9716,;
9816,9717,;
9817,9718,;
9818,9719,;
9819,9720,;
9820,9721,;
9821,9722,;
9822,9723,;
9823,9724,;
9824,9725,;
9825,9726,;
9826,9727,;
9827,9728,;
9828,9729,;
9829,9930,;
9830,9931,;
9831,9932,;
9832,9933,;
9833,9934,;
9834,9935,;
9835,9936,;
9836,9937,;
9837,9938,;
9838,;
9839,9940,;
9840,9941,;
9841,9942,;
9842,9943,;
9843,9944,;
9844,9945,;
9845,9946,;
9846,9947,;
9847,9948,;
9848,9949,;
9849,9950,;
9850,9852,9951,;
9853,9952,;
9854,9953,;
9855,9954,;
9856,9955,;
9857,9956,;
9858,9957,;
9859,9958,;
9860,;
9760,9861,;
9761,9862,;
9863,;
9864,9963,;
9865,9964,;
9866,9965,;
9867,9966,;
9868,9967,;
9768,9869,;
9769,9870,;
9770,9871,;
9771,9872,;
9772,9873,;
9773,9874,;
9774,9875,;
9775,9876,;
9776,9877,;
9777,9878,;
9778,9879,;
9779,9880,;
9780,9881,;
9781,9882,;
9782,9883,;
9783,;
9883,9784,;
9884,9785,;
9885,9786,;
9886,9787,;
9887,9788,;
9888,9789,;
9889,9990,;
9890,9991,;
9891,9992,;
9892,9993,;
9893,9994,;
9894,9995,;
9895,9996,;
9896,9997,;
9897,9998,;
9898,9999,;
9901,;
9902,;
9903,;
9904,;
9905,;
9906,;
9907,;
9807,9908,;
9808,9909,;
9809,9910,;
9810,9911,;
9811,;
9911,9812,;
9912,9813,;
9913,9814,;
9914,9815,;
9915,9816,;
9916,9817,;
9917,9818,;
9918,9819,;
9919,9820,;
9920,9821,;
9921,9822,;
9922,9823,;
9923,9824,;
9924,9825,;
9925,9826,;
9926,9827,;
9927,9828,;
9928,9829,;
9929,;
9930,;
9931,;
9932,;
9933,;
9934,;
9935,;
9936,;
9937,;
9938,9839,;
9939,;
9940,;
9941,;
9942,;
9943,;
9944,;
9945,;
9946,;
9947,;
9948,;
9949,;
9950,9952,;
9953,;
9954,;
9955,;
9956,;
9957,;
9958,;
9959,;
9859,9960,;
9860,9961,;
9861,9962,;
9862,9963,;
9964,;
9965,;
9966,;
9967,;
9968,;
9868,9969,;
9869,9970,;
9870,9971,;
9871,9972,;
9872,9973,;
9873,9974,;
9874,9975,;
9875,9976,;
9876,9977,;
9877,9978,;
9878,9979,;
9879,9980,;
9880,9981,;
9881,9982,;
9882,9983,;
9883,;
9983,9884,;
9984,9885,;
9985,9886,;
9986,9887,;
9987,9888,;
9988,9889,;
9989,;
9990,;
9991,;
9992,;
9993,;
9994,;
9995,;
9996,;
9997,;
9998,;
